date_reported,date_occurred,area,crime_code,victim_age,status ID,status
2020-01-09,2020-01-01 10:00:00,1,341,27,IC,"Suspect Identified, Awaiting Action"
2020-01-09,2020-01-09 21:30:00,1,236,38,AA,Case in Court Proceedings
2020-01-09,2020-01-09 16:50:00,1,440,32,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-06 14:45:00,1,440,39,IC,"Suspect Identified, Awaiting Action"
2020-07-09,2020-07-09 17:55:00,16,210,35,AA,"Suspect Identified, Awaiting Action"
2020-01-09,2020-01-08 19:00:00,1,350,64,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 08:55:00,1,624,57,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-09 18:30:00,1,330,34,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-08 18:45:00,1,330,29,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 04:35:00,1,745,0,IC,"Suspect Identified, Awaiting Action"
2020-01-01,2020-01-01 14:00:00,1,330,27,IC,"Suspect Identified, Awaiting Action"
2020-01-09,2020-01-09 21:00:00,1,330,0,IC,"Suspect Identified, Awaiting Action"
2021-10-19,2020-07-05 04:39:00,20,815,26,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-08 22:00:00,1,815,32,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 11:00:00,1,900,53,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 10:45:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2021-12-02,2020-05-13 09:30:00,11,946,0,IC,"Cold Case, No Progress"
2020-01-10,2020-01-09 11:30:00,1,330,46,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 13:15:00,1,624,55,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-08 12:00:00,1,341,33,IC,"Suspect Identified, Awaiting Action"
2021-01-14,2020-04-25 00:01:00,12,845,0,AA,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 07:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2021-12-01,2020-12-14 19:05:00,16,354,33,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 13:30:00,1,310,27,AA,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-10 10:30:00,1,624,48,IC,"Suspect Identified, Awaiting Action"
2020-05-29,2020-05-29 01:25:00,3,251,60,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 21:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 21:00:00,1,220,30,AA,Case in Court Proceedings
2020-02-01,2020-02-01 19:50:00,2,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 00:10:00,1,626,45,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-19 06:00:00,1,761,54,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 00:40:00,1,230,26,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 00:40:00,1,230,26,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 23:35:00,1,624,28,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 21:00:00,1,230,36,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 10:00:00,1,330,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 22:58:00,1,740,33,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-09 14:00:00,1,341,27,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 02:20:00,1,320,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 23:45:00,1,740,0,AA,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 20:00:00,1,440,48,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 07:20:00,1,740,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 10:45:00,1,440,28,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 10:15:00,1,624,58,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 09:54:00,1,624,51,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-02 12:00:00,1,354,64,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 19:00:00,1,330,32,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 02:00:00,1,330,32,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 04:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 09:00:00,1,330,39,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-06 04:00:00,1,740,38,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 12:30:00,1,662,29,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 15:35:00,1,440,38,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 14:50:00,1,350,20,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 00:05:00,1,624,57,IC,"Suspect Identified, Awaiting Action"
2020-09-28,2020-09-27 00:35:00,6,740,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 11:10:00,1,624,65,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 13:45:00,1,440,22,IC,"Suspect Identified, Awaiting Action"
2020-02-04,2020-01-28 13:00:00,1,354,67,IC,"Suspect Identified, Awaiting Action"
2020-07-16,2020-07-16 08:52:00,2,901,37,AO,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 02:15:00,1,761,22,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-10 10:10:00,1,888,0,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 07:05:00,1,442,30,IC,"Suspect Identified, Awaiting Action"
2020-01-09,2020-01-09 20:35:00,1,624,30,IC,"Suspect Identified, Awaiting Action"
2020-03-13,2020-03-13 13:30:00,4,236,46,AA,Case in Court Proceedings
2020-03-22,2020-03-22 13:26:00,1,740,0,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 19:00:00,1,624,65,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 17:50:00,1,624,28,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 23:00:00,1,624,41,IC,"Suspect Identified, Awaiting Action"
2021-12-01,2020-07-22 12:00:00,7,354,35,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 22:00:00,1,624,28,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 01:30:00,1,624,35,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 19:30:00,1,330,35,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 23:10:00,1,330,38,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 01:00:00,1,341,32,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 03:40:00,1,480,39,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-09 19:45:00,1,350,57,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-11 14:30:00,1,341,56,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 00:05:00,1,626,29,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 05:00:00,1,740,29,IC,"Suspect Identified, Awaiting Action"
2021-12-12,2020-05-13 12:00:00,6,354,36,IC,"Suspect Identified, Awaiting Action"
2020-12-12,2020-12-12 00:15:00,9,230,45,IC,"Suspect Identified, Awaiting Action"
2020-10-17,2020-10-17 09:10:00,8,946,0,AO,"Cold Case, No Progress"
2020-01-11,2020-01-11 05:50:00,1,901,47,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 21:50:00,1,740,30,IC,"Suspect Identified, Awaiting Action"
2020-03-12,2020-03-12 06:40:00,10,888,45,AA,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-08 09:00:00,1,330,34,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 17:00:00,1,330,57,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 09:20:00,1,230,45,IC,"Suspect Identified, Awaiting Action"
2021-11-30,2020-01-30 16:40:00,4,354,30,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 17:00:00,1,740,28,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 18:00:00,1,930,62,IC,"Cold Case, No Progress"
2020-01-12,2020-01-12 11:45:00,1,442,21,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 05:00:00,1,310,27,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 23:15:00,1,350,26,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 21:00:00,1,440,26,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-05 15:00:00,1,420,0,IC,"Suspect Identified, Awaiting Action"
2021-11-27,2020-08-26 12:15:00,8,354,51,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-10 15:30:00,1,341,29,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 14:50:00,1,210,23,AO,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 22:00:00,1,330,38,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 05:30:00,1,330,27,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-12 09:00:00,1,121,37,AO,Case in Court Proceedings
2020-01-12,2020-01-08 20:00:00,1,624,35,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 14:50:00,1,624,60,IC,"Suspect Identified, Awaiting Action"
2020-12-07,2020-12-07 22:45:00,18,236,28,AO,Case in Court Proceedings
2020-01-12,2020-01-12 18:30:00,1,330,26,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 10:30:00,1,330,36,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 20:00:00,1,740,45,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 19:55:00,1,888,0,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 20:20:00,1,210,0,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 18:00:00,1,440,20,IC,"Suspect Identified, Awaiting Action"
2020-04-12,2020-04-12 01:30:00,5,890,0,AA,"Suspect Identified, Awaiting Action"
2020-01-08,2020-01-08 13:20:00,2,888,19,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 16:30:00,1,440,27,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-12 23:00:00,1,236,46,IC,Case in Court Proceedings
2020-02-06,2020-02-05 16:00:00,1,351,54,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 14:00:00,1,341,44,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 16:00:00,1,480,26,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 16:25:00,1,440,22,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 15:20:00,1,946,32,AO,"Cold Case, No Progress"
2020-01-13,2020-01-12 19:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-08,2020-01-03 18:10:00,1,956,0,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-11 10:00:00,1,330,40,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-12 07:00:00,1,755,0,IC,"Suspect Identified, Awaiting Action"
2021-11-22,2020-01-01 10:00:00,12,354,63,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-10 12:00:00,1,740,57,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 08:30:00,1,625,61,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 14:00:00,1,330,39,IC,"Suspect Identified, Awaiting Action"
2022-01-30,2020-01-10 08:00:00,6,354,28,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 12:00:00,1,440,22,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 15:00:00,1,442,35,IC,"Suspect Identified, Awaiting Action"
2021-12-01,2020-11-26 14:00:00,7,354,38,IC,"Suspect Identified, Awaiting Action"
2020-05-10,2020-05-10 17:45:00,6,330,22,AO,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 16:20:00,1,930,22,IC,"Cold Case, No Progress"
2020-06-13,2020-06-11 17:00:00,11,330,34,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 15:30:00,1,624,40,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 15:30:00,1,624,33,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 19:00:00,1,230,54,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 22:10:00,1,624,21,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-12 02:30:00,1,624,21,IC,"Suspect Identified, Awaiting Action"
2021-12-03,2020-10-15 11:35:00,9,354,29,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-12 01:00:00,1,440,24,IC,"Suspect Identified, Awaiting Action"
2020-10-22,2020-10-22 06:00:00,17,745,31,AO,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 23:30:00,1,626,18,AA,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-13 14:30:00,1,420,0,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 16:30:00,1,440,62,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 18:30:00,1,330,36,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-13 19:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 09:53:00,1,946,0,IC,"Cold Case, No Progress"
2020-01-14,2020-01-14 05:30:00,1,330,27,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-12 11:00:00,1,740,19,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 08:20:00,1,625,61,IC,"Suspect Identified, Awaiting Action"
2021-11-16,2020-02-19 12:00:00,17,354,30,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-13 14:00:00,1,860,28,IC,"Suspect Identified, Awaiting Action"
2020-12-13,2020-12-12 23:00:00,18,626,35,AA,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 16:30:00,1,624,27,AA,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 17:30:00,1,442,0,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-12 01:00:00,1,210,31,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 16:30:00,1,624,50,AA,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 01:00:00,1,210,0,AA,"Suspect Identified, Awaiting Action"
2021-11-29,2020-09-27 00:01:00,6,354,56,IC,"Suspect Identified, Awaiting Action"
2020-01-10,2020-01-06 13:00:00,1,624,32,IC,"Suspect Identified, Awaiting Action"
2020-12-27,2020-12-27 21:14:00,20,230,22,AO,"Suspect Identified, Awaiting Action"
2021-12-05,2020-03-14 16:15:00,6,420,0,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 19:50:00,1,761,21,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 00:01:00,1,626,26,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 11:30:00,1,740,0,IC,"Suspect Identified, Awaiting Action"
2020-09-23,2020-09-23 11:00:00,8,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-14 16:40:00,1,440,0,IC,"Suspect Identified, Awaiting Action"
2020-06-18,2020-06-17 19:30:00,3,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-12 08:00:00,1,440,41,IC,"Suspect Identified, Awaiting Action"
2020-06-04,2020-06-04 01:50:00,5,510,0,IC,"Suspect Identified, Awaiting Action"
2020-09-30,2020-09-30 04:10:00,1,210,29,JA,"Suspect Identified, Awaiting Action"
2020-02-24,2020-02-11 02:30:00,4,230,27,AO,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-09 14:30:00,1,740,24,AO,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-08 12:00:00,1,354,0,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-14 11:50:00,1,330,29,IC,"Suspect Identified, Awaiting Action"
2020-01-12,2020-01-11 10:00:00,1,330,28,IC,"Suspect Identified, Awaiting Action"
2020-01-06,2020-01-05 19:10:00,1,341,22,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-13 14:45:00,1,341,59,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-13 00:45:00,1,341,33,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-12 13:10:00,1,341,27,IC,"Suspect Identified, Awaiting Action"
2020-01-08,2020-01-07 18:00:00,1,330,31,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-14 20:15:00,1,330,56,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-02 19:15:00,1,440,60,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-09 10:30:00,1,860,61,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-10 20:00:00,1,350,31,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 11:20:00,1,850,24,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 12:00:00,1,624,30,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 02:30:00,1,210,36,IC,"Suspect Identified, Awaiting Action"
2020-11-07,2020-11-07 17:15:00,11,740,0,AA,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-10 17:00:00,1,420,32,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 18:45:00,1,220,50,IC,Case in Court Proceedings
2020-01-15,2020-01-02 07:20:00,1,330,43,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-15 23:50:00,1,761,24,IC,"Suspect Identified, Awaiting Action"
2022-01-28,2020-01-01 00:05:00,12,121,8,IC,Case in Court Proceedings
2020-09-14,2020-09-14 12:45:00,1,442,25,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-14 14:34:00,1,930,0,IC,"Cold Case, No Progress"
2020-01-16,2020-01-15 18:25:00,1,624,28,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 13:58:00,1,442,0,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 06:30:00,1,210,66,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-14 22:00:00,1,330,0,IC,"Suspect Identified, Awaiting Action"
2021-11-17,2020-07-17 16:45:00,19,860,65,AO,"Suspect Identified, Awaiting Action"
2020-06-16,2020-06-15 23:00:00,9,330,37,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 12:30:00,1,330,37,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 22:00:00,1,330,30,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 03:15:00,1,761,52,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-04 15:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 11:00:00,1,442,40,IC,"Suspect Identified, Awaiting Action"
2020-01-15,2020-01-15 15:20:00,1,860,33,IC,"Suspect Identified, Awaiting Action"
2020-01-11,2020-01-10 18:30:00,1,330,22,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 14:45:00,1,220,0,IC,Case in Court Proceedings
2020-01-16,2020-01-16 09:00:00,1,341,74,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 08:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-11-24,2020-11-24 16:15:00,2,761,41,AA,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 15:15:00,1,860,16,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 11:15:00,1,888,45,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 00:01:00,1,420,64,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 13:10:00,1,442,51,IC,"Suspect Identified, Awaiting Action"
2020-09-14,2020-09-12 20:00:00,3,480,24,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-13 06:50:00,1,440,30,IC,"Suspect Identified, Awaiting Action"
2020-03-10,2020-03-10 19:00:00,5,888,53,IC,"Suspect Identified, Awaiting Action"
2020-05-28,2020-05-27 01:00:00,1,440,59,IC,"Suspect Identified, Awaiting Action"
2020-05-14,2020-04-10 13:10:00,14,956,0,AO,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 04:00:00,1,330,47,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 09:10:00,1,625,35,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 11:45:00,1,626,46,AA,"Suspect Identified, Awaiting Action"
2020-10-11,2020-10-11 00:01:00,12,820,8,AO,"Suspect Identified, Awaiting Action"
2021-12-02,2020-06-15 08:00:00,20,668,0,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 08:55:00,1,624,38,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 12:20:00,1,624,44,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-12 10:00:00,1,480,33,IC,"Suspect Identified, Awaiting Action"
2020-08-25,2020-08-11 02:46:00,5,310,0,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-14 17:20:00,1,440,22,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-15 16:30:00,1,440,51,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-14 13:25:00,1,442,23,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-15 21:00:00,1,440,71,IC,"Suspect Identified, Awaiting Action"
2022-02-15,2020-04-10 08:15:00,18,440,28,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 19:00:00,1,230,59,IC,"Suspect Identified, Awaiting Action"
2020-09-13,2020-09-13 20:25:00,18,626,50,AO,"Suspect Identified, Awaiting Action"
2020-12-15,2020-12-14 10:00:00,18,626,34,AO,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 16:40:00,1,442,14,JA,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 02:00:00,1,626,29,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 19:30:00,1,330,33,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-15 15:00:00,1,330,34,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 19:30:00,1,745,60,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 19:00:00,1,902,65,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 22:15:00,1,946,0,IC,"Cold Case, No Progress"
2020-01-16,2020-01-16 19:30:00,1,745,60,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-16 19:00:00,1,480,69,IC,"Suspect Identified, Awaiting Action"
2020-11-20,2020-11-19 20:30:00,6,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-15 15:30:00,1,440,72,IC,"Suspect Identified, Awaiting Action"
2020-09-18,2020-09-18 18:00:00,1,330,23,IC,"Suspect Identified, Awaiting Action"
2021-04-11,2020-11-07 08:45:00,15,354,31,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-10 16:00:00,1,664,26,AO,"Suspect Identified, Awaiting Action"
2020-02-10,2020-01-30 00:05:00,8,354,57,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-10 15:15:00,1,330,39,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 18:15:00,1,440,30,IC,"Suspect Identified, Awaiting Action"
2020-01-16,2020-01-16 16:14:00,1,440,0,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 13:45:00,1,740,56,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 08:35:00,1,624,33,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 15:40:00,1,442,35,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 14:30:00,1,624,28,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 14:00:00,1,624,31,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 12:00:00,1,442,55,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-14 03:00:00,1,624,59,IC,"Suspect Identified, Awaiting Action"
2020-10-10,2020-10-09 23:45:00,6,210,29,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 02:05:00,1,230,33,AA,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 02:05:00,1,230,30,AA,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 02:05:00,1,740,46,AA,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 22:00:00,1,210,20,IC,"Suspect Identified, Awaiting Action"
2020-12-10,2020-12-10 00:01:00,18,121,18,AO,Case in Court Proceedings
2020-09-19,2020-09-19 06:30:00,3,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 23:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 06:00:00,1,624,40,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 20:15:00,1,920,46,IC,"Suspect Identified, Awaiting Action"
2020-12-16,2020-12-13 15:00:00,7,330,43,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-15 22:22:00,1,740,27,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 19:00:00,1,330,25,IC,"Suspect Identified, Awaiting Action"
2020-12-17,2020-12-16 16:00:00,8,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-09,2020-01-08 22:30:00,2,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-16 19:30:00,1,740,41,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 09:00:00,1,740,43,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 00:01:00,1,745,48,IC,"Suspect Identified, Awaiting Action"
2020-02-20,2020-02-20 20:00:00,5,930,33,AO,"Cold Case, No Progress"
2020-01-18,2020-01-18 02:50:00,1,440,30,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-14 20:00:00,1,330,68,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 01:00:00,1,626,23,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 01:30:00,1,350,53,IC,"Suspect Identified, Awaiting Action"
2020-12-12,2020-12-12 00:10:00,1,626,29,AO,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 12:30:00,1,330,23,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 02:55:00,1,230,38,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 01:30:00,1,440,48,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 19:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-14 17:00:00,1,330,34,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-16 21:00:00,1,220,69,IC,Case in Court Proceedings
2020-01-18,2020-01-17 21:15:00,1,745,23,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 22:00:00,1,330,30,IC,"Suspect Identified, Awaiting Action"
